Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_null,MasVnrArea_null,GarageYrBlt_null
652,70,RL,4.0943445622221,9.114269903225448,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,69.0,59.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,755.0,755.0,GasA,TA,Y,SBrkr,6.626717749249025,755.0,0,7.31986492980897,1,0,1,0,4,1,TA,7,Typ,1,Gd,Detchd,69.0,Unf,1,296.0,Fa,Rare,P,120.0,0.0,0.0,0,0.0,0,MnPrv,0,10,2009,WD,Normal,11.589886506106357,0,0,0
653,60,RL,4.248495242049359,9.07680897935166,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,13.0,13.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Ex,Y,SBrkr,6.812345094177479,807.0,0,7.447751280047908,0,0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,13.0,RFn,2,512.0,TA,TA,Y,0.0,120.0,0.0,0,0.0,0,Missing,0,7,2009,WD,Normal,12.160028707028767,0,0,0
654,50,RM,4.0943445622221,9.241839039035554,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,102.0,13.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Ex,Y,SBrkr,6.628041376179533,713.0,0,7.292337176173877,0,0,1,0,3,1,TA,7,Typ,0,Missing,Detchd,28.0,Unf,1,216.0,TA,TA,Y,57.0,0.0,0.0,0,0.0,0,MnPrv,0,6,2008,WD,Normal,11.813030057420567,0,0,0
655,20,RL,4.51085950651685,9.253112463820052,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,13.0,13.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696.0,Unf,0.0,413.0,2109.0,GasA,Ex,Y,SBrkr,7.655864017616056,0.0,0,7.655864017616056,1,0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,13.0,Fin,3,839.0,TA,TA,Y,236.0,46.0,0.0,0,0.0,0,Missing,0,8,2008,WD,Normal,12.765688433465597,0,0,0
656,160,RM,4.23410650459726,9.156781342359631,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,39.0,39.0,Gable,CompShg,HdBoard,Rare,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,TA,Y,SBrkr,6.263398262591624,567.0,0,6.9957661563048505,0,0,1,1,3,1,TA,6,Typ,0,Missing,Detchd,39.0,Unf,1,264.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,3,2010,WD,Family,11.385092093460344,0,0,0
657,20,RL,4.276666119016055,9.211040127090456,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,49.0,2.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806.0,Unf,0.0,247.0,1053.0,GasA,Ex,Y,SBrkr,6.959398512133975,0.0,0,6.959398512133975,1,0,1,1,3,1,Gd,5,Typ,0,Missing,Attchd,49.0,RFn,1,312.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,MnPrv,0,8,2008,WD,Normal,11.887931365593685,0,0,0
658,70,RL,4.0943445622221,8.881836305004146,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,77.0,8.0,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,776.0,776.0,GasA,TA,Y,SBrkr,6.7464121285733745,651.0,0,7.31455283232408,0,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,77.0,RFn,1,270.0,TA,TA,P,0.0,0.0,112.0,0,0.0,0,MnPrv,0,2,2008,WD,Normal,11.911701584927597,0,0,0
659,50,RL,4.356708826689592,9.770127573790836,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,62.0,60.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,TA,Y,SBrkr,6.815639990074331,546.0,0,7.284820912568604,0,1,1,0,3,1,TA,6,Typ,1,Gd,Attchd,62.0,Unf,1,330.0,TA,TA,Y,192.0,0.0,0.0,0,0.0,0,Missing,0,1,2010,WD,Abnorml,11.487607656985938,0,0,0
660,20,RL,4.31748811353631,9.204020443231363,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,45.0,10.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637.0,Unf,0.0,849.0,1486.0,GasA,Ex,Y,SBrkr,7.303843225277705,0.0,0,7.303843225277705,1,0,1,0,3,1,TA,7,Typ,0,Missing,Detchd,41.0,Fin,2,480.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,MnPrv,0,3,2009,WD,Normal,12.025749091398891,0,0,0
661,60,RL,4.23410650459726,9.424160595829509,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,31.0,31.0,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,793.0,793.0,GasA,TA,Y,SBrkr,7.040536390215956,793.0,0,7.5678626054638825,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,31.0,RFn,2,550.0,TA,TA,Y,0.0,113.0,0.0,0,0.0,0,Missing,0,11,2007,WD,Normal,12.195517131590657,1,0,0
662,60,RL,3.9512437185814275,9.156781342359631,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,15.0,4.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,1361.0,Rec,180.0,88.0,1629.0,GasA,Ex,Y,SBrkr,7.430114138561801,762.0,0,7.803026643632217,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,15.0,RFn,3,711.0,TA,TA,Y,0.0,76.0,0.0,0,0.0,0,Missing,0,7,2009,WD,Normal,12.904207367601158,0,0,0
663,20,RL,4.787491742782046,9.514879561494386,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,41.0,41.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,0.0,Unf,0.0,1392.0,1392.0,GasA,Gd,Y,SBrkr,7.238496840894365,0.0,0,7.238496840894365,1,0,1,0,2,1,TA,5,Rare,2,TA,Attchd,41.0,RFn,2,576.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,7,2009,WD,Normal,11.608235644774552,0,0,0
664,85,RL,4.499809670330265,9.211539652551664,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,36.0,36.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920.0,Rec,180.0,38.0,1138.0,GasA,TA,Y,SBrkr,7.074116816197362,0.0,0,7.074116816197362,1,0,2,0,3,1,TA,6,Typ,0,Missing,Detchd,34.0,RFn,2,588.0,TA,TA,Y,0.0,0.0,180.0,0,0.0,0,MnPrv,0,4,2008,WD,Normal,11.831379196088763,0,0,0
665,20,RL,3.8918202981106265,9.947313032076158,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,1.0,0.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721.0,Unf,0.0,356.0,2077.0,GasA,Ex,Y,SBrkr,7.64826303090192,0.0,0,7.64826303090192,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,1.0,Fin,3,480.0,TA,TA,Y,192.0,25.0,0.0,0,0.0,0,Missing,0,1,2006,New,Partial,12.955127458028414,0,0,0
666,60,RL,4.663439094112067,9.323133199451306,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,6.0,6.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1406.0,1406.0,GasA,Ex,Y,SBrkr,7.282073658093465,482.0,0,7.568379267836522,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,6.0,RFn,2,504.0,TA,TA,Y,188.0,124.0,0.0,0,0.0,0,Missing,0,11,2006,WD,Normal,12.348006141418841,0,0,0
667,60,RL,4.23410650459726,9.822819649468673,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,42.0,28.0,Rare,Rare,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187.0,Rec,0.0,111.0,1021.0,GasA,TA,Y,SBrkr,7.289610521451167,915.0,0,7.77485576666552,0,0,2,1,3,1,TA,7,Rare,1,Po,Rare,42.0,Unf,2,596.0,TA,TA,Y,0.0,25.0,0.0,0,0.0,0,Missing,0,8,2007,WD,Abnorml,11.76756768334381,1,0,0
668,20,RL,4.174387269895637,9.002701007197938,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,14.0,10.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138.0,Unf,0.0,270.0,1408.0,GasA,Ex,Y,SBrkr,7.425953657077541,0.0,0,7.425953657077541,1,0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,14.0,RFn,2,575.0,TA,TA,Y,224.0,42.0,0.0,0,0.0,0,Missing,0,10,2008,WD,Normal,12.173032791451973,0,0,0
669,20,RL,4.23410650459726,9.559235128595953,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,50.0,19.0,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,988.0,Unf,0.0,200.0,1188.0,GasA,Gd,Y,SBrkr,7.270312886079025,0.0,0,7.270312886079025,1,0,1,1,3,1,TA,6,Min2,1,TA,Detchd,7.0,Unf,2,576.0,TA,TA,Y,304.0,0.0,0.0,0,0.0,0,Missing,0,11,2006,WD,Normal,12.031719258385396,1,0,0
670,30,RL,4.382026634673881,9.358760377094455,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,84.0,56.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,700.0,700.0,GasA,Ex,Y,SBrkr,7.07326971745971,0.0,0,7.07326971745971,0,0,1,0,2,1,Fa,5,Typ,1,Gd,Detchd,84.0,Unf,1,252.0,TA,Fa,Y,0.0,0.0,67.0,0,0.0,0,Missing,0,7,2006,WD,Normal,11.831379196088763,0,0,0
671,60,RL,4.1588830833596715,9.063347348235522,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,4.0,4.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,0.0,545.0,738.0,GasA,Ex,Y,SBrkr,6.6039438246004725,738.0,0,7.297091005160418,1,0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,4.0,Fin,2,540.0,TA,TA,Y,100.0,35.0,0.0,0,0.0,0,Missing,0,2,2009,WD,Normal,12.063932878369052,0,0,0
672,70,RH,3.9889840465642745,8.79920924224139,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,84.0,59.0,Rare,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551.0,Unf,0.0,121.0,672.0,GasA,TA,N,SBrkr,6.546785410760524,672.0,0,7.221835825288449,1,0,2,0,3,1,TA,6,Typ,0,Missing,Detchd,79.0,Unf,1,300.0,TA,TA,Y,147.0,0.0,0.0,0,0.0,0,Missing,0,7,2009,WD,Normal,11.54829260880752,0,0,0
673,20,RL,4.23410650459726,9.328123407632566,Pave,IR1,Lvl,AllPub,Inside,Gtl,Rare,Norm,Norm,1Fam,1Story,6,6,29.0,29.0,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,767.0,Unf,0.0,441.0,1208.0,GasA,TA,Y,SBrkr,7.0967213784947605,0.0,0,7.0967213784947605,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,29.0,RFn,2,546.0,TA,TA,Y,198.0,42.0,0.0,0,0.0,0,Missing,0,6,2006,WD,Normal,12.013700752882718,1,0,0
674,20,RL,4.700480365792417,9.577895907011127,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,50.0,3.0,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,1186.0,Unf,0.0,291.0,1477.0,GasA,Ex,Y,SBrkr,7.516977224604321,0.0,0,7.516977224604321,1,0,2,0,3,1,Gd,7,Typ,2,TA,Attchd,50.0,Fin,2,416.0,TA,TA,Y,0.0,87.0,0.0,0,0.0,0,Missing,0,6,2007,WD,Normal,12.458774999085929,0,0,0
675,20,RL,4.382026634673881,9.126958763037132,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,43.0,43.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,892.0,Unf,0.0,244.0,1136.0,GasA,TA,Y,SBrkr,7.035268599281097,0.0,0,7.035268599281097,1,0,1,0,3,1,TA,5,Typ,1,Gd,Attchd,43.0,RFn,1,384.0,TA,TA,Y,426.0,0.0,0.0,0,0.0,0,Missing,0,7,2008,WD,Normal,11.84939770159144,0,0,0
676,160,RL,4.23410650459726,7.735870319952567,Pave,Reg,Lvl,AllPub,Inside,Gtl,Rare,Norm,Norm,Twnhs,2Story,6,6,31.0,31.0,Gable,CompShg,Plywood,Rare,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311.0,Unf,0.0,544.0,855.0,GasA,TA,Y,SBrkr,6.75110146893676,586.0,0,7.273092595999522,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,31.0,Unf,2,440.0,TA,TA,Y,28.0,0.0,0.0,0,0.0,0,Missing,0,4,2009,WD,Normal,11.908340237224891,0,0,0
677,70,RM,4.0943445622221,9.169518377455928,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,106.0,56.0,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1095.0,1095.0,GasW,Fa,N,SBrkr,6.9985096422506015,679.0,0,7.480992162869525,1,0,2,0,4,2,TA,8,Min2,0,Missing,Rare,86.0,Unf,3,779.0,Fa,Fa,N,0.0,0.0,90.0,0,0.0,0,Missing,0,5,2006,WD,Normal,11.37366339763672,0,0,0
678,30,RL,3.9512437185814275,9.107421317968342,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,85.0,3.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,6.674561391814426,0.0,0,6.674561391814426,0,0,1,0,2,1,Gd,5,Typ,0,Missing,Detchd,85.0,Unf,1,240.0,Fa,Fa,N,316.0,0.0,120.0,0,0.0,0,Missing,0,5,2009,WD,Normal,11.603679828238693,0,0,0
679,20,RL,4.382026634673881,9.379576689221482,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1.0,1.0,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,477.5,2046.0,GasA,Ex,Y,SBrkr,7.6236419465115715,0.0,0,7.6236419465115715,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,1.0,Fin,3,834.0,TA,TA,Y,322.0,82.0,0.0,0,0.0,0,Missing,0,7,2009,New,Partial,12.827992316801751,0,0,0
680,20,RL,4.23410650459726,9.204825191288073,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,46.0,46.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827.0,Unf,0.0,161.0,988.0,GasA,TA,Y,SBrkr,6.895682697747868,0.0,0,6.895682697747868,1,0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,44.0,Unf,2,572.0,TA,TA,Y,0.0,0.0,0.0,0,0.0,0,Missing,0,10,2007,WD,Normal,11.763684183317412,1,0,0
681,120,RL,3.912023005428146,8.988695696785708,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,30.0,30.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,119.0,261.0,923.0,GasA,TA,Y,SBrkr,6.827629234502852,0.0,0,6.827629234502852,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,30.0,RFn,1,264.0,TA,TA,Y,80.0,0.0,0.0,0,0.0,0,Missing,0,5,2010,WD,Normal,11.870599909242044,0,0,0
682,50,RH,4.007333185232471,8.411832675758411,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,77.0,9.0,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182.0,Unf,0.0,611.0,793.0,GasA,Ex,Y,SBrkr,6.742880635791903,672.0,0,7.326465613840322,0,0,1,0,3,1,TA,6,Typ,0,Missing,Detchd,41.0,Unf,1,281.0,TA,TA,Y,0.0,0.0,56.0,0,0.0,0,Missing,0,7,2009,WD,Abnorml,11.979385322467598,0,0,0
683,120,RL,4.23410650459726,7.967973179662935,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,12.0,11.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,Ex,Y,SBrkr,7.1631723908466425,0.0,0,7.1631723908466425,1,0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,12.0,Unf,2,431.0,TA,TA,Y,307.0,0.0,0.0,0,0.0,0,Missing,0,11,2008,WD,Normal,12.061046873479915,1,0,0
684,20,RL,4.499809670330265,9.327945614050446,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,5.0,5.0,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059.0,Unf,0.0,567.0,1626.0,GasA,Ex,Y,SBrkr,7.419380582918692,0.0,0,7.419380582918692,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,5.0,Fin,3,702.0,TA,TA,Y,257.0,45.0,0.0,0,0.0,0,Missing,0,7,2007,WD,Normal,12.560244459250788,0,0,0
685,60,RL,4.060443010546419,9.727346854817254,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,12.0,12.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1195.0,1195.0,GasA,Gd,Y,SBrkr,7.085901464365611,644.0,0,7.516977224604321,0,0,2,1,4,1,TA,7,Typ,0,Missing,Attchd,12.0,Fin,2,486.0,TA,TA,Y,0.0,81.0,0.0,0,0.0,0,Missing,0,6,2010,WD,Normal,12.30591798049989,0,0,0
686,160,RL,4.23410650459726,8.529516941105069,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,23.0,23.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,828.0,LwQ,182.0,180.0,1190.0,GasA,Gd,Y,SBrkr,7.081708586105575,900.0,0,7.644919344958857,1,0,2,0,3,1,Gd,6,Min1,1,TA,Attchd,23.0,Fin,2,577.0,TA,TA,Y,219.0,0.0,0.0,0,0.0,0,Missing,0,9,2007,WD,Normal,12.24288661865289,1,0,0
687,60,FV,4.430816798843313,9.230829038403499,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,0.0,0.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,874.0,874.0,GasA,Ex,Y,SBrkr,6.773080375655535,887.0,0,7.473637108496206,0,0,3,0,3,1,Gd,7,Typ,0,Missing,Attchd,0.0,Fin,2,578.0,TA,TA,Y,144.0,105.0,0.0,0,0.0,0,Missing,0,8,2007,New,Partial,12.336552511980964,0,0,0
688,160,FV,4.23410650459726,8.537975730598767,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,3.0,3.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239.0,Unf,0.0,312.0,551.0,GasA,Ex,Y,SBrkr,6.311734809152915,551.0,0,7.004881989712859,0,0,2,1,2,1,Gd,4,Typ,0,Missing,Detchd,3.0,Unf,2,480.0,TA,TA,Y,0.0,60.0,0.0,0,0.0,0,Missing,0,3,2007,WD,Normal,11.910358401381128,1,0,0
689,20,RL,4.0943445622221,8.998260393017953,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,0.0,0.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945.0,Unf,0.0,474.0,1419.0,GasA,Ex,Y,SBrkr,7.257707677160043,0.0,0,7.257707677160043,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,0.0,RFn,2,567.0,TA,TA,Y,140.0,0.0,0.0,0,0.0,0,Missing,0,10,2007,New,Partial,12.8790171187726,0,0,0
690,120,RL,4.110873864173311,8.932872621931374,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2.0,1.0,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,7.216709486709457,0.0,0,7.216709486709457,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2.0,RFn,2,460.0,TA,TA,Y,192.0,28.0,0.0,0,0.0,0,Missing,0,6,2007,WD,Normal,12.17921519136029,0,0,0
691,120,RM,4.23410650459726,8.395251520610994,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,4.0,4.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697.0,Unf,0.0,151.0,848.0,GasA,Ex,Y,SBrkr,6.742880635791903,0.0,0,6.742880635791903,1,0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,4.0,RFn,2,420.0,TA,TA,Y,149.0,0.0,0.0,0,0.0,0,Missing,0,5,2008,WD,Normal,11.856515169360305,1,0,0
692,60,RL,4.6443908991413725,9.977434797488211,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,13.0,12.0,Gable,Rare,HdBoard,HdBoard,BrkFace,0.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1455.0,Unf,0.0,989.0,991.5,GasA,Ex,Y,SBrkr,7.8013913202914855,0.0,0,7.288927694521257,0,1,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,13.0,Fin,3,832.0,TA,TA,Y,382.0,50.0,0.0,0,0.0,0,Missing,0,1,2007,WD,Normal,13.534473028231162,0,0,0
693,60,RL,3.7376696182833684,10.172674642351664,Pave,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,17.0,16.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,965.0,Unf,0.0,245.0,1210.0,GasA,Ex,Y,SBrkr,7.121252453244542,1281.0,0,7.831617276352611,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,17.0,RFn,2,628.0,TA,TA,Y,320.0,27.0,0.0,0,0.0,0,Missing,0,4,2006,WD,Normal,12.721885810807203,0,0,0
694,30,RL,4.0943445622221,8.594154232552366,Pave,Reg,Lvl,AllPub,Corner,Rare,OldTown,Norm,Norm,1Fam,1Story,5,6,85.0,38.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1073.0,1073.0,GasA,Ex,Y,SBrkr,6.9782137426306985,0.0,0,6.9782137426306985,0,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,38.0,Unf,1,326.0,TA,TA,Y,0.0,0.0,112.0,0,0.0,0,Missing,0,12,2006,WD,Abnorml,11.594321103174222,0,0,0
